68;v;s94;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
69;v;s95;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
70;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;s96;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
71;v;v;v;v;v;v;v;r63;v;r63;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;r63;r63;r63;r63;r63;r63;v;r63;r63;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
72;v;v;v;v;v;v;v;v;v;v;s97;s98;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
73;v;v;v;v;v;v;v;v;v;v;s99;s100;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
74;v;r30;v;v;v;v;v;v;s102;v;r30;r30;v;r30;v;v;v;s101;v;v;v;v;v;r30;v;v;r30;r30;r30;r30;r30;r30;r30;r30;v;v;v;v;v;v;v;v;v;v;v;r30;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
75;v;r33;v;v;v;v;v;v;r33;v;r33;r33;v;r33;v;v;v;r33;s103;s104;s105;v;v;r33;v;v;r33;r33;r33;r33;r33;r33;r33;r33;v;v;v;v;v;v;v;v;v;v;v;r33;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
76;v;r37;v;v;v;v;v;v;r37;v;r37;r37;v;r37;v;v;v;r37;r37;r37;r37;s106;v;r37;v;v;r37;r37;r37;r37;r37;r37;r37;r37;v;v;v;v;v;v;v;v;v;v;v;r37;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
77;v;r39;v;v;v;v;v;v;r39;v;r39;r39;v;r39;v;v;v;r39;r39;r39;r39;r39;v;r39;v;v;r39;r39;r39;r39;r39;r39;r39;r39;v;v;v;v;v;v;v;v;v;v;v;r39;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
78;v;v;v;v;v;v;v;v;v;s108;v;v;v;v;v;v;v;v;v;v;v;v;s107;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
79;v;v;v;v;v;v;v;v;v;r8;v;v;v;v;v;v;r8;v;v;v;v;v;r8;v;r8;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
